name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc009xbm.1	chr1	+	205492610	205499477	205492747	205498901	11	205492610,205493359,205494266,205495192,205495494,205495860,205496921,205497175,205498126,205498451,205498648,	205492753,205493485,205494323,205495307,205495589,205495965,205497045,205497296,205498224,205498557,205499477,	Q07002	uc009xbm.1
uc001hcu.2	chr1	-	205523400	205525763	205523400	205523400	1	205523400,	205525763,		uc001hcu.2
uc001hcv.4	chr1	+	205538111	205572046	205538197	205569589	10	205538111,205548878,205549788,205553082,205554003,205555161,205561267,205566907,205568258,205569533,	205538427,205549077,205550049,205553251,205554119,205555335,205561415,205566978,205568379,205572046,	Q8N468	uc001hcv.4
uc010prk.2	chr1	+	205538111	205572046	205538197	205569589	9	205538111,205548878,205553082,205554003,205555161,205561267,205566907,205568258,205569533,	205538427,205549077,205553251,205554119,205555335,205561415,205566978,205568379,205572046,	B7Z8X3	uc010prk.2
uc010prl.2	chr1	+	205538111	205572046	205538111	205538111	9	205538111,205548878,205549788,205553082,205554003,205555161,205561267,205568258,205569533,	205538427,205549077,205550049,205553251,205554119,205555335,205561415,205568379,205572046,		uc010prl.2
uc010prm.2	chr1	+	205548757	205572046	205548813	205569589	9	205548757,205549788,205553082,205554003,205555161,205561267,205566907,205568258,205569533,	205549077,205550049,205553251,205554119,205555335,205561415,205566978,205568379,205572046,	B7Z8X0	uc010prm.2
uc021pic.1	chr1	+	205564168	205564275	205564168	205564168	1	205564168,	205564275,		uc021pic.1
uc021pid.1	chr1	-	205566694	205602000	205566694	205566694	10	205566694,205567582,205568952,205569778,205572328,205585605,205588084,205589093,205592803,205600759,	205566990,205567777,205569053,205569922,205572481,205585772,205588201,205589966,205593019,205602000,		uc021pid.1
uc001hcy.2	chr1	-	205577070	205602000	205585673	205593010	5	205577070,205588084,205589093,205592803,205600759,	205585772,205588201,205589966,205593019,205602000,	P28324	uc001hcy.2
uc001hcz.3	chr1	-	205588395	205602000	205588955	205593010	3	205588395,205592803,205600759,	205589966,205593019,205602000,	P28324-2	uc001hcz.3
uc010prn.1	chr1	-	205592803	205631254	205592803	205631246	2	205592803,205630988,	205593019,205631254,		uc010prn.1
uc010pro.1	chr1	-	205592803	205632746	205592803	205632420	4	205592803,205615849,205630988,205631960,	205593019,205615933,205631254,205632746,	NP_149093	uc010pro.1
uc010prp.1	chr1	-	205592803	205649630	205592803	205592803	3	205592803,205633612,205649521,	205593019,205634014,205649630,		uc010prp.1
uc010prq.1	chr1	-	205592803	205649630	205592803	205592803	2	205592803,205649521,	205593019,205649630,		uc010prq.1
uc001hda.1	chr1	-	205626980	205649630	205628361	205633784	5	205626980,205630988,205631960,205633612,205649521,	205628799,205631254,205632746,205634014,205649630,	Q96JT2	uc001hda.1
uc001hdb.3	chr1	-	205681946	205719372	205687407	205719101	7	205681946,205688654,205689628,205693053,205696827,205698699,205719084,	205687607,205688804,205689781,205693109,205696933,205698749,205719372,	Q9H1E3	uc001hdb.3
uc001hdf.4	chr1	-	205737113	205744610	205739469	205744084	6	205737113,205739860,205740599,205741623,205743960,205744400,	205739581,205739982,205740781,205741695,205744214,205744610,	O14966	uc001hdf.4
uc009xbp.3	chr1	-	205737113	205744610	205739469	205740761	5	205737113,205739860,205740599,205741623,205744400,	205739581,205739982,205740781,205741695,205744610,	NP_001129136	uc009xbp.3
uc001hde.4	chr1	-	205737113	205744610	205739469	205744084	6	205737113,205739860,205740599,205741623,205743960,205744501,	205739581,205739982,205740781,205741695,205744214,205744610,	O14966	uc001hde.4
uc010prr.2	chr1	-	205737113	205744610	205739469	205744084	4	205737113,205739860,205740599,205743960,	205739581,205739982,205740781,205744610,	O14966-2	uc010prr.2
uc009xbq.3	chr1	-	205737113	205744610	205737113	205737113	4	205737113,205739860,205743960,205744501,	205739581,205739982,205744214,205744610,		uc009xbq.3
uc001hdg.1	chr1	-	205758220	205764996	205760660	205764541	3	205758220,205763997,205764471,	205760846,205764146,205764996,	NP_776253	uc001hdg.1
uc001hdh.1	chr1	-	205758220	205782161	205760660	205779569	11	205758220,205763997,205764471,205766051,205767031,205767796,205768084,205768886,205770080,205779197,205781935,	205760846,205764146,205764606,205766131,205767179,205767943,205768229,205768958,205770188,205780215,205782161,	Q8IVJ1	uc001hdh.1
uc001hdi.1	chr1	-	205765004	205765744	205765004	205765004	1	205765004,	205765744,		uc001hdi.1
uc001hdj.3	chr1	-	205797149	205819276	205797747	205819200	13	205797149,205799407,205801725,205809379,205810938,205811281,205811803,205812794,205813214,205813938,205814452,205817012,205819031,	205797871,205799507,205801894,205809451,205811017,205811343,205811879,205812914,205813345,205814025,205814685,205817099,205819276,	Q6GTS8	uc001hdj.3
uc009xbr.3	chr1	-	205797149	205819276	205797149	205797149	12	205797149,205799407,205801725,205809379,205810938,205811803,205812794,205813214,205813938,205814452,205817012,205819031,	205797871,205799507,205801894,205809451,205811017,205811879,205812914,205813345,205814025,205814685,205817099,205819276,		uc009xbr.3
uc001hdk.1	chr1	+	205831206	205865215	205831206	205831206	3	205831206,205860283,205863295,	205831726,205860437,205865215,		uc001hdk.1
uc001hdm.3	chr1	-	205882176	205886491	205884019	205884424	2	205882176,205886410,	205884532,205886491,	Q8NAY2	uc001hdm.3
uc001hdn.3	chr1	-	205882176	205886641	205884019	205884424	3	205882176,205886410,205886627,	205884532,205886482,205886641,	Q8NAY2	uc001hdn.3
uc001hdo.3	chr1	-	205882176	205897514	205884484	205897134	13	205882176,205886410,205887967,205889303,205890693,205892209,205892462,205892671,205893510,205895662,205896338,205896619,205897029,	205884532,205886482,205888113,205889358,205890975,205892323,205892555,205892741,205893617,205895758,205896416,205896733,205897514,	Q7LBE3	uc001hdo.3
uc001hdp.3	chr1	-	205882176	205912588	205884019	205904948	22	205882176,205884488,205886410,205887967,205889303,205890693,205892209,205892462,205892671,205893510,205895662,205896338,205896619,205897029,205897954,205898331,205899019,205900987,205901829,205902072,205904823,205912492,	205884311,205884532,205886482,205888113,205889358,205890975,205892323,205892555,205892741,205893617,205895758,205896416,205896733,205897177,205898037,205898484,205899184,205901163,205901940,205902212,205904966,205912588,	B1AVM8	uc001hdp.3
uc001hdq.3	chr1	-	205882176	205912588	205884484	205904948	21	205882176,205886410,205887967,205889303,205890693,205892209,205892462,205892671,205893510,205895662,205896338,205896619,205897029,205897954,205898331,205899019,205900987,205901829,205902072,205904823,205912492,	205884532,205886482,205888113,205889358,205890975,205892323,205892555,205892741,205893617,205895758,205896416,205896733,205897177,205898037,205898484,205899184,205901163,205901940,205902212,205904966,205912588,	Q7LBE3	uc001hdq.3
uc001hdr.4	chr1	+	206138910	206155074	206139304	206154051	4	206138910,206141445,206145453,206153956,	206139456,206141523,206145578,206155074,	Q5TYM5	uc001hdr.4
uc001hds.2	chr1	+	206224282	206231482	206224440	206231142	2	206224282,206230807,	206225380,206231482,	P47901	uc001hds.2
uc001hdt.2	chr1	-	206238881	206288236	206239378	206243502	6	206238881,206240133,206241532,206243149,206243491,206288104,	206239579,206240195,206241676,206243250,206243598,206288236,	Q6ZWK4	uc001hdt.2
uc001hdu.3	chr1	+	206317458	206332104	206317576	206331185	9	206317458,206318310,206319100,206320200,206325237,206327473,206328718,206328961,206331020,	206317644,206318467,206319218,206320319,206325437,206327596,206328860,206329060,206332104,	P14091-1	uc001hdu.3
uc001hdv.3	chr1	+	206317458	206332104	206317576	206331228	8	206317458,206318310,206319100,206320200,206325237,206327473,206328961,206331020,	206317644,206318467,206319218,206320319,206325437,206327596,206329060,206332104,	P14091-2	uc001hdv.3
uc010prs.2	chr1	+	206317458	206332104	206319100	206331228	7	206317458,206319100,206320200,206325237,206327473,206328961,206331020,	206317644,206319218,206320319,206325437,206327596,206329060,206332104,	B4DNU8	uc010prs.2
uc009xbt.4	chr1	+	206516199	206581301	206516200	206579957	7	206516199,206557368,206566045,206566901,206574782,206578607,206579735,	206516362,206557431,206566261,206567030,206575004,206578709,206581301,	NP_001258801	uc009xbt.4
uc010prt.1	chr1	+	206516199	206628046	206566048	206627502	18	206516199,206557368,206566045,206566901,206574782,206578607,206579735,206589248,206592724,206594600,206603511,206610314,206611313,206613325,206619420,206623730,206626545,206627489,	206516362,206557431,206566261,206567030,206575004,206578709,206579933,206589333,206592752,206594625,206603572,206610392,206611448,206613431,206619645,206623810,206626726,206628046,	B7ZM87	uc010prt.1
uc001hdy.3	chr1	+	206516199	206637783	206516200	206634765	20	206516199,206557368,206566045,206566901,206574779,206578607,206579735,206589248,206592724,206594600,206603511,206610314,206611313,206613325,206619420,206623730,206626545,206628223,206631968,206634381,	206516362,206557431,206566261,206567030,206575004,206578709,206579933,206589333,206592752,206594625,206603572,206610392,206611448,206613431,206619645,206623810,206626726,206628370,206632293,206637783,	A2RUF3	uc001hdy.3
uc010pru.2	chr1	+	206516199	206637783	206516200	206634765	20	206516199,206557368,206566045,206566901,206574782,206578607,206579735,206589248,206592724,206594600,206603511,206610314,206611313,206613325,206619420,206623730,206626545,206628223,206631968,206634381,	206516362,206557431,206566261,206567030,206575004,206578709,206579933,206589333,206592752,206594625,206603572,206610392,206611448,206613431,206619645,206623810,206626726,206628370,206632293,206637783,	B7ZM87	uc010pru.2
uc010prv.1	chr1	+	206557368	206628046	206566048	206627502	17	206557368,206566045,206566901,206574779,206578607,206579735,206589248,206592724,206594600,206603511,206610314,206611313,206613325,206619420,206623730,206626545,206627489,	206557431,206566261,206567030,206575004,206578709,206579933,206589333,206592752,206594625,206603572,206610392,206611448,206613431,206619645,206623810,206626726,206628046,	B4DDU0	uc010prv.1
uc031pry.1	chr1	+	206579735	206629505	206579747	206628374	12	206579735,206589248,206592724,206594600,206603511,206610314,206611313,206613325,206619420,206623730,206626545,206628223,	206579933,206589333,206592752,206594625,206603572,206610392,206611448,206613431,206619645,206623810,206626726,206629505,	Q5VZB4	uc031pry.1
uc009xbu.2	chr1	+	206643585	206651640	206646570	206651206	8	206643585,206644498,206646538,206647673,206648207,206649523,206650020,206651091,	206644041,206644588,206646657,206647814,206648337,206649705,206650181,206651640,	NP_001180251	uc009xbu.2
uc001hdz.2	chr1	+	206643585	206670223	206646570	206669478	22	206643585,206644498,206646538,206647673,206648207,206649523,206650020,206651091,206651502,206652285,206653212,206653364,206653789,206658333,206658530,206661250,206664151,206664980,206666355,206666598,206667252,206669444,	206644041,206644588,206646657,206647814,206648337,206649705,206650181,206651202,206651682,206652476,206653277,206653456,206653876,206658409,206658643,206661327,206664191,206665082,206666452,206666711,206667324,206670223,	Q14164	uc001hdz.2
uc001hea.2	chr1	+	206643585	206670223	206648234	206669478	21	206643585,206644498,206647673,206648207,206649523,206650020,206651091,206651502,206652285,206653212,206653364,206653789,206658333,206658530,206661250,206664151,206664980,206666355,206666598,206667252,206669444,	206644041,206644588,206647814,206648337,206649705,206650181,206651202,206651682,206652476,206653277,206653456,206653876,206658409,206658643,206661327,206664191,206665082,206666452,206666711,206667324,206670223,	NP_001180250	uc001hea.2
uc009xbv.2	chr1	+	206643585	206670223	206646570	206667294	21	206643585,206644498,206646538,206647673,206648207,206649523,206650020,206651091,206651502,206652285,206653212,206653364,206653789,206658333,206658530,206661250,206664151,206664980,206666355,206667252,206669444,	206644041,206644588,206646657,206647814,206648337,206649705,206650181,206651202,206651682,206652476,206653277,206653456,206653876,206658409,206658643,206661327,206664191,206665082,206666452,206667324,206670223,	NP_001180251	uc009xbv.2
uc001hec.1	chr1	+	206680878	206762606	206680935	206758081	4	206680878,206711500,206756600,206757718,	206681392,206711622,206756711,206762606,	Q59GG4	uc001hec.1
uc001hed.3	chr1	+	206680878	206762616	206680935	206760310	6	206680878,206711500,206756600,206757718,206758511,206760157,	206681392,206711622,206756711,206758016,206758627,206762616,	Q8WWW0	uc001hed.3
uc001hee.3	chr1	+	206680878	206762616	206680935	206760180	5	206680878,206711500,206756600,206757718,206760157,	206681392,206711622,206756711,206758016,206762616,	Q8WWW0-3	uc001hee.3
uc001hef.3	chr1	+	206730491	206762616	206730901	206760310	5	206730491,206756600,206757718,206758511,206760157,	206731021,206756711,206758016,206758627,206762616,	Q8WWW0-2	uc001hef.3
uc001heg.1	chr1	+	206756600	206762604	206756702	206758663	3	206756600,206757718,206758511,	206756711,206758016,206762604,	Q8TEK8	uc001heg.1
uc021pie.1	chr1	+	206760319	206762607	206760319	206760319	1	206760319,	206762607,		uc021pie.1
uc001heh.2	chr1	-	206764973	206785904	206765106	206785695	15	206764973,206766967,206769066,206770449,206772356,206772816,206773086,206773616,206775689,206776304,206778752,206781588,206782728,206784536,206785639,	206765177,206767142,206769187,206770545,206772446,206772966,206773190,206773662,206775807,206776558,206778860,206781679,206782812,206784727,206785904,	P41214	uc001heh.2
uc009xbw.2	chr1	-	206764973	206785904	206765106	206785695	13	206764973,206766967,206769066,206770449,206772356,206772816,206773086,206773616,206778752,206781588,206782728,206784536,206785639,	206765177,206767142,206769187,206770545,206772446,206772966,206773190,206773662,206778860,206781679,206782812,206784727,206785904,	P41214-2	uc009xbw.2
uc010prw.1	chr1	-	206778086	206785904	206778818	206785695	5	206778086,206781632,206782728,206784536,206785639,	206778860,206781679,206782812,206784727,206785904,	B4DGD2	uc010prw.1
uc001hei.3	chr1	+	206808880	206822542	206810296	206822310	4	206808880,206810219,206810994,206820732,	206809125,206810313,206811106,206822542,	O43781-2	uc001hei.3
uc001hej.3	chr1	+	206808880	206822542	206809048	206822310	3	206808880,206810994,206820732,	206809125,206811106,206822542,	O43781	uc001hej.3
uc001hek.3	chr1	+	206808880	206857760	206808880	206808880	4	206808880,206810219,206810994,206856251,	206809125,206810313,206811106,206857760,		uc001hek.3
uc001hel.2	chr1	+	206858364	206907630	206858574	206905436	10	206858364,206902054,206902379,206902740,206903316,206904032,206904482,206904984,206905183,206905382,	206858853,206902194,206902444,206902820,206903443,206904108,206904607,206905070,206905264,206907630,	P49137-2	uc001hel.2
uc001hem.2	chr1	+	206858364	206907630	206858574	206906063	10	206858364,206902054,206902379,206902740,206903316,206904032,206904482,206904984,206905183,206905919,	206858853,206902194,206902444,206902820,206903443,206904108,206904607,206905070,206905264,206907630,	P49137	uc001hem.2
uc001hen.1	chr1	-	206940947	206945839	206941980	206945780	5	206940947,206943173,206944251,206944700,206945615,	206942073,206943239,206944404,206944760,206945839,	P22301	uc001hen.1
uc009xbx.2	chr1	-	206945746	206946034	206945746	206945746	1	206945746,	206946034,		uc009xbx.2
uc001heo.3	chr1	+	206972214	207016326	206972239	207015967	6	206972214,207010005,207010302,207013194,207014348,207015871,	206972351,207010151,207010368,207013347,207014423,207016326,	Q5VUT3	uc001heo.3
uc001hep.3	chr1	+	207002221	207016326	207010007	207015967	7	207002221,207007058,207010005,207010302,207013194,207014348,207015871,	207002471,207007745,207010151,207010368,207013347,207014423,207016326,	Q9UHD0	uc001hep.3
uc010prx.1	chr1	+	207010005	207013959	207010007	207013608	3	207010005,207010302,207013194,	207010151,207010368,207013959,	B6VEV9	uc010prx.1
uc001her.3	chr1	+	207039153	207042568	207039197	207041909	5	207039153,207039643,207039828,207040728,207041831,	207039356,207039709,207039981,207040803,207042568,	Q9NYY1	uc001her.3
uc009xby.3	chr1	+	207039167	207042568	207039197	207041909	4	207039167,207039643,207039828,207041831,	207039356,207039709,207039981,207042568,	Q2THG6	uc009xby.3
uc001heu.2	chr1	+	207070787	207077484	207071177	207076404	7	207070787,207071075,207072661,207073639,207074838,207075342,207076320,	207070960,207071221,207072860,207073702,207074997,207075417,207077484,	Q13007-2	uc001heu.2
uc001hes.2	chr1	+	207070787	207077484	207071177	207076404	7	207070787,207071075,207072664,207073639,207074838,207075342,207076320,	207070960,207071221,207072860,207073702,207074997,207075417,207077484,	Q13007	uc001hes.2
uc001hew.2	chr1	+	207070787	207077484	207071177	207076404	6	207070787,207071075,207072661,207073639,207075342,207076320,	207070960,207071221,207072860,207073702,207075417,207077484,	Q13007-3	uc001hew.2
uc001hex.2	chr1	+	207070787	207077484	207071177	207076330	5	207070787,207071075,207073639,207075342,207076320,	207070960,207071221,207073702,207075417,207077484,	Q13007-4	uc001hex.2
uc001hev.2	chr1	+	207070787	207077484	207070787	207070787	6	207070787,207071075,207073639,207074838,207075342,207076320,	207070960,207071221,207073702,207074997,207075417,207077484,		uc001hev.2
uc001hey.3	chr1	-	207076630	207095378	207078363	207095199	8	207076630,207082806,207083069,207083554,207085074,207086273,207087103,207095162,	207078492,207082865,207083213,207083685,207085297,207086387,207087439,207095378,	O60667	uc001hey.3
uc010prz.2	chr1	-	207076630	207095378	207078363	207095199	7	207076630,207082806,207083069,207083554,207085074,207086273,207095162,	207078492,207082865,207083213,207083685,207085297,207086387,207095378,	O60667-2	uc010prz.2
uc021pif.1	chr1	-	207076630	207095378	207078484	207095199	7	207076630,207082806,207083069,207085074,207086273,207087103,207095162,	207078492,207082865,207083213,207085297,207086387,207087439,207095378,	D9MWM3	uc021pif.1
uc010psa.2	chr1	-	207076630	207095378	207078363	207087306	8	207076630,207082806,207083069,207083554,207085074,207086273,207087206,207095162,	207078492,207082865,207083213,207083685,207085297,207086387,207087439,207095378,	B7Z497	uc010psa.2
uc001hez.3	chr1	-	207101866	207119811	207103662	207113876	11	207101866,207104841,207105015,207105800,207106330,207107764,207108830,207110439,207112463,207113833,207119680,	207103758,207104900,207105147,207105922,207106511,207108091,207109163,207111096,207112808,207113929,207119811,	P01833	uc001hez.3
uc009xbz.3	chr1	-	207101866	207119811	207103662	207113876	12	207101866,207104841,207105015,207105800,207106330,207107764,207108830,207110439,207112463,207113833,207116137,207119680,	207103758,207104900,207105147,207105922,207106511,207108091,207109163,207111096,207112808,207113929,207116305,207119811,	P01833	uc009xbz.3
uc001hfa.4	chr1	-	207131311	207143970	207131860	207143470	8	207131311,207133023,207133766,207135557,207139059,207140396,207140927,207143431,	207132021,207133142,207134568,207135896,207139203,207140457,207140996,207143970,	NP_001164102	uc001hfa.4
uc001hfb.3	chr1	-	207131311	207143970	207131994	207143470	8	207131311,207133023,207135557,207139059,207140396,207140927,207143431,207143648,	207132021,207133142,207135896,207139203,207140457,207140996,207143565,207143970,	NP_114418	uc001hfb.3
uc009xca.2	chr1	-	207131311	207143970	207131994	207143470	7	207131311,207133023,207135557,207139059,207140396,207140927,207143431,	207132021,207133142,207135896,207139203,207140457,207140996,207143970,	NP_114418	uc009xca.2
uc021pig.1	chr1	-	207133766	207139261	207133768	207139117	3	207133766,207135557,207139059,	207134568,207135896,207139261,	Q8WWV6	uc021pig.1
uc021pih.1	chr1	-	207178153	207178230	207178153	207178153	1	207178153,	207178230,		uc021pih.1
uc001hfd.2	chr1	-	207191865	207206101	207195302	207200943	4	207191865,207198231,207200838,207205923,	207196825,207198409,207201024,207206101,	Q9BW04	uc001hfd.2
uc009xcb.1	chr1	-	207191865	207206101	207195302	207196370	3	207191865,207198231,207205923,	207196825,207198409,207206101,	NP_001077393	uc009xcb.1
uc021pii.1	chr1	-	207195302	207196370	207195302	207196370	1	207195302,	207196370,	NP_001077393	uc021pii.1
uc010psc.2	chr1	+	207207760	207254368	207236047	207252364	17	207207760,207215513,207222808,207228045,207235297,207235891,207236487,207236691,207237117,207238380,207240843,207241507,207242768,207243624,207244532,207244853,207252298,	207207817,207215557,207222962,207228147,207235423,207236061,207236554,207236766,207237174,207238505,207241051,207241654,207242873,207243754,207244595,207244918,207254368,	B4DY91	uc010psc.2
uc001hfe.1	chr1	-	207217193	207224422	207222364	207224375	2	207217193,207224032,	207223068,207224422,	Q5VVQ6	uc001hfe.1
uc001hff.1	chr1	-	207217193	207226325	207222364	207225580	4	207217193,207224032,207225529,207226208,	207223068,207224192,207225668,207226325,	Q5VVQ6-2	uc001hff.1
uc001hfg.3	chr1	+	207226619	207251162	207228062	207245716	15	207226619,207228045,207235297,207235964,207236487,207236691,207237117,207238380,207240843,207241507,207242768,207243624,207244532,207244853,207245548,	207226711,207228147,207235423,207236061,207236554,207236766,207237174,207238505,207241051,207241654,207242873,207243754,207244595,207244918,207251162,	O60825	uc001hfg.3
uc001hfh.3	chr1	+	207226619	207254368	207228062	207252364	15	207226619,207228045,207235297,207235964,207236487,207236691,207237117,207238380,207240843,207241507,207242768,207243624,207244532,207244853,207252298,	207226711,207228147,207235423,207236061,207236554,207236766,207237174,207238505,207241051,207241654,207242873,207243754,207244595,207244918,207254368,	O60825-2	uc001hfh.3
uc009xcc.3	chr1	+	207228045	207251162	207235338	207245716	15	207228045,207234166,207235297,207235964,207236487,207236691,207237117,207238380,207240843,207241507,207242768,207243624,207244532,207244853,207245548,	207228147,207234275,207235423,207236061,207236554,207236766,207237174,207238505,207241051,207241654,207242873,207243754,207244595,207244918,207251162,	O60825	uc009xcc.3
uc010psd.2	chr1	+	207238348	207254368	207238431	207252364	7	207238348,207240843,207241507,207242768,207243624,207244853,207252298,	207238505,207241051,207241654,207242873,207243754,207244918,207254368,	B4DI16	uc010psd.2
uc001hfj.3	chr1	+	207262211	207273337	207262876	207273274	7	207262211,207262826,207263652,207264988,207269866,207271494,207273133,	207262291,207262934,207263826,207265165,207269960,207271609,207273337,	P20851	uc001hfj.3
uc001hfi.3	chr1	+	207262211	207273337	207262876	207273274	7	207262211,207262826,207263655,207264988,207269866,207271494,207273133,	207262291,207262934,207263826,207265165,207269960,207271609,207273337,	P20851-2	uc001hfi.3
uc001hfl.3	chr1	+	207262583	207273337	207262876	207273274	6	207262583,207263652,207264988,207269866,207271494,207273133,	207262934,207263826,207265165,207269960,207271609,207273337,	P20851	uc001hfl.3
uc001hfk.3	chr1	+	207262583	207273337	207262876	207273274	6	207262583,207263655,207264988,207269866,207271494,207273133,	207262934,207263826,207265165,207269960,207271609,207273337,	P20851-2	uc001hfk.3
uc009xcd.3	chr1	+	207262583	207273337	207262903	207273274	7	207262583,207263655,207264988,207268635,207269866,207271494,207273133,	207262934,207263826,207265165,207268818,207269960,207271609,207273337,	E7EQT9	uc009xcd.3
uc001hfm.3	chr1	+	207262627	207273337	207262876	207273274	7	207262627,207262826,207263652,207264988,207269866,207271494,207273133,	207262706,207262934,207263826,207265165,207269960,207271609,207273337,	P20851	uc001hfm.3
uc010pse.1	chr1	+	207262826	207269240	207262903	207268913	4	207262826,207263655,207264988,207268635,	207262934,207263826,207265165,207269240,	E7EQT9	uc010pse.1
uc001hfn.1	chr1	+	207277510	207277617	207277510	207277510	1	207277510,	207277617,		uc001hfn.1
uc001hfo.3	chr1	+	207277606	207318317	207286370	207318062	12	207277606,207286345,207287444,207288760,207297266,207297519,207300057,207304890,207307748,207314450,207317162,207317888,	207277775,207286512,207287630,207288860,207297352,207297711,207300240,207305085,207307937,207314621,207317338,207318317,	P04003	uc001hfo.3
uc001hfr.4	chr1	+	207494816	207534311	207495110	207533014	11	207494816,207495726,207497903,207498966,207500096,207504452,207510037,207510673,207512741,207513735,207532890,	207495210,207495912,207498095,207499066,207500182,207504641,207510163,207510754,207512762,207513853,207534311,	P08174-2	uc001hfr.4
uc001hfq.4	chr1	+	207494816	207534311	207495110	207532955	10	207494816,207495726,207497903,207498966,207500096,207504452,207510037,207510673,207512741,207532890,	207495210,207495912,207498095,207499066,207500182,207504641,207510163,207510754,207512762,207534311,	P08174	uc001hfq.4
uc010psf.2	chr1	+	207494816	207534311	207494816	207494816	11	207494816,207495726,207497903,207498011,207498966,207500096,207504452,207510037,207510673,207512741,207532890,	207495210,207495912,207497925,207498095,207499066,207500182,207504641,207510163,207510754,207512762,207534311,		uc010psf.2
uc009xcf.3	chr1	+	207494816	207534311	207495110	207532955	9	207494816,207495726,207498966,207500096,207504452,207510037,207510673,207512741,207532890,	207495210,207495912,207499066,207500182,207504641,207510163,207510754,207512762,207534311,	B1AP15	uc009xcf.3
uc009xce.3	chr1	+	207494816	207534311	207495110	207527425	11	207494816,207495726,207497903,207498966,207500096,207504452,207510037,207510673,207512741,207527351,207532890,	207495210,207495912,207498095,207499066,207500182,207504641,207510163,207510754,207512762,207527444,207534311,	Q14UF4	uc009xce.3
uc031prz.1	chr1	+	207497903	207511004	207504562	207510879	6	207497903,207498966,207500096,207504452,207510037,207510673,	207498095,207499066,207500182,207504641,207510163,207511004,	Q8TD12	uc031prz.1
uc001hfv.3	chr1	+	207627644	207663240	207627763	207658899	20	207627644,207639870,207641871,207642144,207642494,207643039,207644084,207644341,207644767,207646116,207646889,207647145,207647585,207648168,207649578,207651229,207652601,207653322,207658808,207662486,	207627821,207640257,207642060,207642244,207642577,207643447,207644261,207644432,207644844,207646524,207647066,207647230,207647668,207648561,207649764,207651415,207652625,207653398,207658917,207663240,	P20023-3	uc001hfv.3
uc001hfw.3	chr1	+	207627644	207663240	207627763	207658899	19	207627644,207639870,207641871,207642144,207642494,207643039,207644084,207644341,207644767,207646116,207647145,207647585,207648168,207649578,207651229,207652601,207653322,207658808,207662486,	207627821,207640257,207642060,207642244,207642577,207643447,207644261,207644432,207644844,207646524,207647230,207647668,207648561,207649764,207651415,207652625,207653398,207658917,207663240,	P20023	uc001hfw.3
uc009xch.3	chr1	+	207627644	207663240	207627763	207658899	18	207627644,207639870,207641871,207642144,207642494,207643039,207644084,207644341,207644767,207646116,207647145,207647585,207648168,207651229,207652601,207653322,207658808,207662486,	207627821,207640257,207642060,207642244,207642577,207643447,207644261,207644432,207644844,207646524,207647230,207647668,207648561,207651415,207652625,207653398,207658917,207663240,	Q5SR47	uc009xch.3
uc009xci.1	chr1	+	207644341	207646524	207644407	207646523	2	207644341,207646116,	207644432,207646524,		uc009xci.1
uc010psg.1	chr1	+	207669472	207680955	207669612	207680162	3	207669472,207679248,207680058,	207669733,207679428,207680955,	B4DPT3	uc010psg.1
uc009xcj.1	chr1	+	207669472	207732829	207669612	207732432	13	207669472,207679248,207680058,207684913,207696955,207718652,207718920,207720615,207724079,207725308,207726096,207731882,207732394,	207669733,207679428,207680158,207684999,207697354,207718829,207719023,207720701,207724298,207725488,207726196,207731968,207732829,	E9PQN4	uc009xcj.1
uc009xck.1	chr1	+	207669472	207743990	207669612	207743295	11	207669472,207679248,207680058,207684913,207696955,207700097,207700365,207702060,207741168,207742403,207743191,	207669733,207679428,207680158,207684999,207697354,207700274,207700468,207702146,207741387,207742583,207743990,	E9PQN4	uc009xck.1
uc009xcl.1	chr1	+	207669472	207783033	207669612	207783032	21	207669472,207679248,207680058,207684913,207696955,207718652,207718920,207720615,207741168,207742403,207743191,207748939,207751149,207753584,207753855,207755262,207757993,207760730,207762019,207780595,207782634,	207669733,207679428,207680158,207684999,207697354,207718829,207719023,207720701,207741387,207742583,207743291,207749025,207751548,207753761,207753958,207755348,207758221,207760910,207762119,207780681,207783033,	E9PQN4	uc009xcl.1
uc001hfx.3	chr1	+	207669472	207815110	207669612	207812754	47	207669472,207679248,207680058,207684913,207696955,207700097,207700365,207702060,207705524,207706753,207707541,207713325,207715526,207718652,207718920,207720615,207724079,207725308,207726096,207731882,207734083,207737208,207737476,207739182,207741168,207742403,207743191,207748939,207751149,207753584,207753855,207755262,207757993,207760730,207762019,207780595,207782634,207785021,207785283,207787748,207789919,207791415,207793224,207795317,207796337,207803861,207812741,	207669733,207679428,207680158,207684999,207697354,207700274,207700468,207702146,207705743,207706933,207707641,207713411,207715925,207718829,207719023,207720701,207724298,207725488,207726196,207731968,207734482,207737385,207737579,207739268,207741387,207742583,207743291,207749025,207751548,207753761,207753958,207755348,207758221,207760910,207762119,207780681,207783033,207785198,207785386,207787834,207790147,207791592,207793410,207795341,207796413,207803966,207815110,	E9PDY4	uc001hfx.3
