# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_DOWNSTREAM	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_START_LOST	variants_effect_STOP_GAINED	variants_effect_SYNONYMOUS_CODING	variants_effect_UPSTREAM	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
CFBS_2073	CFBS_2073	YP_008006909.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2074	CFBS_2074	YP_008006910.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2075	CFBS_2075	YP_008006911.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2076	CFBS_2076	YP_008006912.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2077	CFBS_2077	YP_008006913.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2078	CFBS_2078	YP_008006914.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2079	CFBS_2079	YP_008006915.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2081	CFBS_2081	YP_008006917.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2082	CFBS_2082	YP_008006918.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2083	CFBS_2083	YP_008006919.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2118	CFBS_2118	YP_008006954.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2119	CFBS_2119	YP_008006955.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2120	CFBS_2120	YP_008006956.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2121	CFBS_2121	YP_008006957.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2122	CFBS_2122	YP_008006958.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	495	0	0	0	0	0	0
CFBS_2123	CFBS_2123	YP_008006959.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2124	CFBS_2124	YP_008006960.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2125	CFBS_2125	YP_008006961.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2126	CFBS_2126	YP_008006962.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2127	CFBS_2127	YP_008006963.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2128	CFBS_2128	YP_008006964.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2129	CFBS_2129	YP_008006965.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2153	CFBS_2153	YP_008006989.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2154	CFBS_2154	YP_008006990.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2155	CFBS_2155	YP_008006991.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2156	CFBS_2156	YP_008006992.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2157	CFBS_2157	YP_008006993.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2158	CFBS_2158	YP_008006994.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2159	CFBS_2159	YP_008006995.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2160	CFBS_2160	YP_008006996.1		0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	843	0	0	0	1	0	5000
CFBS_2161	CFBS_2161	YP_008006997.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2162	CFBS_2162	YP_008006998.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2163	CFBS_2163	YP_008006999.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2165	CFBS_2165	YP_008007001.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2168	CFBS_2168	YP_008007004.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2188	CFBS_2188	YP_008007024.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2194	CFBS_2194	YP_008007030.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2195	CFBS_2195	YP_008007031.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2196	CFBS_2196	YP_008007032.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2197	CFBS_2197	YP_008007033.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2198	CFBS_2198	YP_008007034.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2199	CFBS_2199	YP_008007035.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2200	CFBS_2200	YP_008007036.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2201	CFBS_2201	YP_008007037.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2206	CFBS_2206	YP_008007042.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2207	CFBS_2207	YP_008007043.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2208	CFBS_2208	YP_008007044.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2209	CFBS_2209	YP_008007045.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2210	CFBS_2210	YP_008007046.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2213	CFBS_2213	YP_008007049.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2214	CFBS_2214	YP_008007050.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2237	CFBS_2237	YP_008007073.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2238	CFBS_2238	YP_008007074.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2239	CFBS_2239	YP_008007075.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2240	CFBS_2240	YP_008007076.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1830	0	0	0	0	0	0
CFBS_2242	CFBS_2242	YP_008007078.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2243	CFBS_2243	YP_008007079.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2244	CFBS_2244	YP_008007080.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2245	CFBS_2245	YP_008007081.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2248	CFBS_2248	YP_008007084.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2249	CFBS_2249	YP_008007085.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2251	CFBS_2251	YP_008007087.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2252	CFBS_2252	YP_008007088.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2326	CFBS_2326	YP_008007162.1		0	0	0	3	2	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2328	CFBS_2328	YP_008007164.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2332	CFBS_2332	YP_008007168.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2333	CFBS_2333	YP_008007169.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2334	CFBS_2334	YP_008007170.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2335	CFBS_2335	YP_008007171.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	711	0	0	0	0	0	0
CFBS_2338	CFBS_2338	YP_008007174.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2353	CFBS_2353	YP_008007189.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2354	CFBS_2354	YP_008007190.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2355	CFBS_2355	YP_008007191.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2357	CFBS_2357	YP_008007193.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1542	0	0	0	0	0	0
CFBS_2358	CFBS_2358	YP_008007194.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2359	CFBS_2359	YP_008007195.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2360	CFBS_2360	YP_008007196.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2361	CFBS_2361	YP_008007197.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2369	CFBS_2369	YP_008007205.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2370	CFBS_2370	YP_008007206.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2372	CFBS_2372	YP_008007208.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2374	CFBS_2374	YP_008007209.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2375	CFBS_2375	YP_008007211.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2378	CFBS_2378	YP_008007214.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2384	CFBS_2384	YP_008007220.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2385	CFBS_2385	YP_008007221.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2386	CFBS_2386	YP_008007222.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2387	CFBS_2387	YP_008007223.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2388	CFBS_2388	YP_008007224.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2389	CFBS_2389	YP_008007225.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2390	CFBS_2390	YP_008007226.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2391	CFBS_2391	YP_008007227.1		0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1062	0	0	0	1	0	5000
CFBS_2393	CFBS_2393	YP_008007229.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2394	CFBS_2394	YP_008007230.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2395	CFBS_2395	YP_008007231.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2396	CFBS_2396	YP_008007232.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2413	CFBS_2413	YP_008007249.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2415	CFBS_2415	YP_008007251.1		0	0	1	1	1	1	0	0	0	0	1	0	5000	1	0	1338	0	0	0	0	0	0
CFBS_2416	CFBS_2416	YP_008007252.1		0	0	1	1	1	1	0	0	0	0	1	0	5000	1	0	693	0	0	0	0	0	0
CFBS_2418	CFBS_2418	YP_008007254.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2422	CFBS_2422	YP_008007258.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2437	CFBS_2437	YP_008007273.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2438	CFBS_2438	YP_008007274.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2439	CFBS_2439	YP_008007275.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2440	CFBS_2440	YP_008007276.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2441	CFBS_2441	YP_008007277.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2442	CFBS_2442	YP_008007278.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2443	CFBS_2443	YP_008007279.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2444	CFBS_2444	YP_008007280.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2445	CFBS_2445	YP_008007281.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2446	CFBS_2446	YP_008007282.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	525	0	0	0	0	0	0
CFBS_2447	CFBS_2447	YP_008007283.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2448	CFBS_2448	YP_008007284.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2449	CFBS_2449	YP_008007285.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2450	CFBS_2450	YP_008007286.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2454	CFBS_2454	YP_008007290.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	879	0	0	0	0	0	0
CFBS_2458	CFBS_2458	YP_008007294.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2459	CFBS_2459	YP_008007295.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2460	CFBS_2460	YP_008007296.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2533	CFBS_2533	YP_008007369.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2535	CFBS_2535	YP_008007371.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2536	CFBS_2536	YP_008007372.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2537	CFBS_2537	YP_008007373.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2542	CFBS_2542	YP_008007378.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2543	CFBS_2543	YP_008007379.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2544	CFBS_2544	YP_008007380.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2547	CFBS_2547	YP_008007383.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2548	CFBS_2548	YP_008007384.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2549	CFBS_2549	YP_008007385.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2550	CFBS_2550	YP_008007386.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2552	CFBS_2552	YP_008007388.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2553	CFBS_2553	YP_008007389.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2554	CFBS_2554	YP_008007390.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1656	0	0	0	0	0	0
CFBS_2556	CFBS_2556	YP_008007392.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2557	CFBS_2557	YP_008007393.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2558	CFBS_2558	YP_008007394.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2619	CFBS_2619	YP_008007455.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2620	CFBS_2620	YP_008007456.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2621	CFBS_2621	YP_008007457.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2622	CFBS_2622	YP_008007458.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2624	CFBS_2624	YP_008007460.1		0	1	0	1	1	0	0	0	1	0	1	0	5000	1	0	1677	0	0	0	0	0	0
CFBS_2625	CFBS_2625	YP_008007461.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2626	CFBS_2626	YP_008007462.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2629	CFBS_2629	YP_008007465.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2630	CFBS_2630	YP_008007466.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2633	CFBS_2633	YP_008007469.1		0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1584	0	0	0	1	0	5000
CFBS_2634	CFBS_2634	YP_008007470.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2635	CFBS_2635	YP_008007471.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2636	CFBS_2636	YP_008007472.1		0	0	1	2	1	1	0	0	0	1	1	0	5000	1	0	3906	0	0	0	1	0	5000
CFBS_2637	CFBS_2637	YP_008007473.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2638	CFBS_2638	YP_008007474.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2639	CFBS_2639	YP_008007475.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2640	CFBS_2640	YP_008007476.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	762	0	0	0	0	0	0
CFBS_2641	CFBS_2641	YP_008007477.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2642	CFBS_2642	YP_008007478.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2646	CFBS_2646	YP_008007482.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2655	CFBS_2655	YP_008007491.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2656	CFBS_2656	YP_008007492.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2657	CFBS_2657	YP_008007493.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2658	CFBS_2658	YP_008007494.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2659	CFBS_2659	YP_008007495.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1602	0	0	0	0	0	0
CFBS_2661	CFBS_2661	YP_008007497.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2662	CFBS_2662	YP_008007498.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2663	CFBS_2663	YP_008007499.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2664	CFBS_2664	YP_008007500.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2669	CFBS_2669	YP_008007505.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2670	CFBS_2670	YP_008007506.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2672	CFBS_2672	YP_008007508.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1413	0	0	0	0	0	0
CFBS_2706	CFBS_2706	YP_008007542.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2708	CFBS_2708	YP_008007544.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2709	CFBS_2709	YP_008007545.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2710	CFBS_2710	YP_008007546.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2711	CFBS_2711	YP_008007547.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2712	CFBS_2712	YP_008007548.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2713	CFBS_2713	YP_008007549.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2714	CFBS_2714	YP_008007550.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2742	CFBS_2742	YP_008007578.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1632	0	0	0	0	0	0
CFBS_2746	CFBS_2746	YP_008007582.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2747	CFBS_2747	YP_008007583.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2748	CFBS_2748	YP_008007584.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2749	CFBS_2749	YP_008007585.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2750	CFBS_2750	YP_008007586.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2763	CFBS_2763	YP_008007599.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2765	CFBS_2765	YP_008007601.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2767	CFBS_2767	YP_008007603.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2768	CFBS_2768	YP_008007604.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2769	CFBS_2769	YP_008007605.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2770	CFBS_2770	YP_008007606.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2771	CFBS_2771	YP_008007607.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2772	CFBS_2772	YP_008007608.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2773	CFBS_2773	YP_008007609.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2774	CFBS_2774	YP_008007610.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2782	CFBS_2782	YP_008007618.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2783	CFBS_2783	YP_008007619.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2784	CFBS_2784	YP_008007620.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
